Year,Municipality,Sex,Age,population
2024,Fushë Kosovë,Total,65,493
2024,Fushë Kosovë,Total,66,355
2024,Fushë Kosovë,Total,67,405
2024,Fushë Kosovë,Total,68,363
2024,Fushë Kosovë,Total,69,427
2024,Fushë Kosovë,Total,70,304
2024,Fushë Kosovë,Total,71,306
2024,Fushë Kosovë,Total,72,243
2024,Fushë Kosovë,Total,73,261
2024,Fushë Kosovë,Total,74,228
2024,Fushë Kosovë,Total,75,213
2024,Fushë Kosovë,Total,76,204
2024,Fushë Kosovë,Total,77,147
2024,Fushë Kosovë,Total,78,127
2024,Fushë Kosovë,Total,79,139
2024,Fushë Kosovë,Total,80,121
2024,Fushë Kosovë,Total,81,111
2024,Fushë Kosovë,Total,82,88
2024,Fushë Kosovë,Total,83,67
2024,Fushë Kosovë,Total,84,74
2024,Fushë Kosovë,Total,85+,239
2024,Fushë Kosovë,Total,Total,63949
2024,Kamenicë,Total,0,218
2024,Kamenicë,Total,1,213
2024,Kamenicë,Total,2,263
2024,Kamenicë,Total,3,224
2024,Kamenicë,Total,4,225
2024,Kamenicë,Total,5,246
2024,Kamenicë,Total,6,242
2024,Kamenicë,Total,7,253
2024,Kamenicë,Total,8,246
2024,Kamenicë,Total,9,271
2024,Kamenicë,Total,10,246
2024,Kamenicë,Total,11,276
2024,Kamenicë,Total,12,269
2024,Kamenicë,Total,13,245
2024,Kamenicë,Total,14,294
2024,Kamenicë,Total,15,293
2024,Kamenicë,Total,16,324
2024,Kamenicë,Total,17,253
2024,Kamenicë,Total,18,321
2024,Kamenicë,Total,19,324
2024,Kamenicë,Total,20,355
2024,Kamenicë,Total,21,376
2024,Kamenicë,Total,22,376
2024,Kamenicë,Total,23,460
2024,Kamenicë,Total,24,334
2024,Kamenicë,Total,25,324
2024,Kamenicë,Total,26,370
2024,Kamenicë,Total,27,329
2024,Kamenicë,Total,28,319
2024,Kamenicë,Total,29,303
2024,Kamenicë,Total,30,309
2024,Kamenicë,Total,31,313
2024,Kamenicë,Total,32,338
2024,Kamenicë,Total,33,324
2024,Kamenicë,Total,34,250
2024,Kamenicë,Total,35,268
2024,Kamenicë,Total,36,266
2024,Kamenicë,Total,37,261
2024,Kamenicë,Total,38,244
2024,Kamenicë,Total,39,247
2024,Kamenicë,Total,40,241
2024,Kamenicë,Total,41,245
2024,Kamenicë,Total,42,229
2024,Kamenicë,Total,43,271
2024,Kamenicë,Total,44,261
2024,Kamenicë,Total,45,282
2024,Kamenicë,Total,46,310
2024,Kamenicë,Total,47,302
2024,Kamenicë,Total,48,335
2024,Kamenicë,Total,49,299
2024,Kamenicë,Total,50,323
2024,Kamenicë,Total,51,328
2024,Kamenicë,Total,52,350
2024,Kamenicë,Total,53,326
2024,Kamenicë,Total,54,355
2024,Kamenicë,Total,55,396
2024,Kamenicë,Total,56,327
2024,Kamenicë,Total,57,349
2024,Kamenicë,Total,58,400
2024,Kamenicë,Total,59,317
2024,Kamenicë,Total,60,327
2024,Kamenicë,Total,61,309
2024,Kamenicë,Total,62,311
2024,Kamenicë,Total,63,330
2024,Kamenicë,Total,64,276
2024,Kamenicë,Total,65,294
2024,Kamenicë,Total,66,267
2024,Kamenicë,Total,67,242
2024,Kamenicë,Total,68,228
2024,Kamenicë,Total,69,269
2024,Kamenicë,Total,70,213
2024,Kamenicë,Total,71,217
2024,Kamenicë,Total,72,134
2024,Kamenicë,Total,73,193
2024,Kamenicë,Total,74,171
2024,Kamenicë,Total,75,153
2024,Kamenicë,Total,76,146
2024,Kamenicë,Total,77,117
2024,Kamenicë,Total,78,69
2024,Kamenicë,Total,79,103
2024,Kamenicë,Total,80,102
2024,Kamenicë,Total,81,106
2024,Kamenicë,Total,82,68
2024,Kamenicë,Total,83,80
2024,Kamenicë,Total,84,59
2024,Kamenicë,Total,85+,226
2024,Kamenicë,Total,Total,22868
2024,Mitrovicë,Total,0,784
2024,Mitrovicë,Total,1,830
2024,Mitrovicë,Total,2,869
2024,Mitrovicë,Total,3,850
2024,Mitrovicë,Total,4,903
2024,Mitrovicë,Total,5,911
2024,Mitrovicë,Total,6,952
2024,Mitrovicë,Total,7,972
2024,Mitrovicë,Total,8,999
2024,Mitrovicë,Total,9,1095
2024,Mitrovicë,Total,10,1115
2024,Mitrovicë,Total,11,1059
2024,Mitrovicë,Total,12,1055
2024,Mitrovicë,Total,13,1126
2024,Mitrovicë,Total,14,1051
2024,Mitrovicë,Total,15,1054
2024,Mitrovicë,Total,16,1036
2024,Mitrovicë,Total,17,1073
2024,Mitrovicë,Total,18,1102
2024,Mitrovicë,Total,19,1077
2024,Mitrovicë,Total,20,1034
2024,Mitrovicë,Total,21,1045
2024,Mitrovicë,Total,22,1211
2024,Mitrovicë,Total,23,1383
2024,Mitrovicë,Total,24,957
2024,Mitrovicë,Total,25,908
2024,Mitrovicë,Total,26,882
2024,Mitrovicë,Total,27,942
2024,Mitrovicë,Total,28,835
2024,Mitrovicë,Total,29,793
2024,Mitrovicë,Total,30,807
2024,Mitrovicë,Total,31,779
2024,Mitrovicë,Total,32,816
2024,Mitrovicë,Total,33,771
2024,Mitrovicë,Total,34,855
2024,Mitrovicë,Total,35,824
2024,Mitrovicë,Total,36,856
2024,Mitrovicë,Total,37,805
2024,Mitrovicë,Total,38,816
2024,Mitrovicë,Total,39,857
2024,Mitrovicë,Total,40,847
2024,Mitrovicë,Total,41,857
2024,Mitrovicë,Total,42,873
2024,Mitrovicë,Total,43,838
2024,Mitrovicë,Total,44,880
2024,Mitrovicë,Total,45,849
2024,Mitrovicë,Total,46,906
2024,Mitrovicë,Total,47,867
2024,Mitrovicë,Total,48,871
2024,Mitrovicë,Total,49,870
2024,Mitrovicë,Total,50,785
2024,Mitrovicë,Total,51,762
2024,Mitrovicë,Total,52,813
2024,Mitrovicë,Total,53,713
2024,Mitrovicë,Total,54,806
2024,Mitrovicë,Total,55,699
2024,Mitrovicë,Total,56,737
2024,Mitrovicë,Total,57,680
2024,Mitrovicë,Total,58,685
2024,Mitrovicë,Total,59,733
2024,Mitrovicë,Total,60,648
2024,Mitrovicë,Total,61,613
2024,Mitrovicë,Total,62,672
2024,Mitrovicë,Total,63,649
2024,Mitrovicë,Total,64,613
2024,Mitrovicë,Total,65,643
2024,Mitrovicë,Total,66,572
2024,Mitrovicë,Total,67,584
2024,Mitrovicë,Total,68,518
2024,Mitrovicë,Total,69,554
2024,Mitrovicë,Total,70,507
2024,Mitrovicë,Total,71,474
2024,Mitrovicë,Total,72,361
2024,Mitrovicë,Total,73,381
2024,Mitrovicë,Total,74,355
2024,Mitrovicë,Total,75,302
2024,Mitrovicë,Total,76,323
2024,Mitrovicë,Total,77,255
2024,Mitrovicë,Total,78,250
2024,Mitrovicë,Total,79,229
2024,Mitrovicë,Total,80,212
2024,Mitrovicë,Total,81,161
2024,Mitrovicë,Total,82,131
2024,Mitrovicë,Total,83,141
2024,Mitrovicë,Total,84,86
2024,Mitrovicë,Total,85+,348
2024,Mitrovicë,Total,Total,64742
2024,Leposaviq,Total,0,72
2024,Leposaviq,Total,1,57
2024,Leposaviq,Total,2,52
2024,Leposaviq,Total,3,56
2024,Leposaviq,Total,4,66
2024,Leposaviq,Total,5,76
2024,Leposaviq,Total,6,56
2024,Leposaviq,Total,7,52
2024,Leposaviq,Total,8,54
2024,Leposaviq,Total,9,70
2024,Leposaviq,Total,10,77
2024,Leposaviq,Total,11,95
2024,Leposaviq,Total,12,91
2024,Leposaviq,Total,13,92
2024,Leposaviq,Total,14,84
2024,Leposaviq,Total,15,80
2024,Leposaviq,Total,16,107
2024,Leposaviq,Total,17,105
2024,Leposaviq,Total,18,102
2024,Leposaviq,Total,19,113
2024,Leposaviq,Total,20,106
2024,Leposaviq,Total,21,102
2024,Leposaviq,Total,22,97
2024,Leposaviq,Total,23,97
2024,Leposaviq,Total,24,91
2024,Leposaviq,Total,25,97
2024,Leposaviq,Total,26,94
2024,Leposaviq,Total,27,94
2024,Leposaviq,Total,28,86
2024,Leposaviq,Total,29,104
2024,Leposaviq,Total,30,110
2024,Leposaviq,Total,31,98
2024,Leposaviq,Total,32,104
2024,Leposaviq,Total,33,125
2024,Leposaviq,Total,34,118
2024,Leposaviq,Total,35,116
2024,Leposaviq,Total,36,123
2024,Leposaviq,Total,37,143
2024,Leposaviq,Total,38,149
2024,Leposaviq,Total,39,150
2024,Leposaviq,Total,40,153
2024,Leposaviq,Total,41,147
2024,Leposaviq,Total,42,119
2024,Leposaviq,Total,43,134
2024,Leposaviq,Total,44,152
2024,Leposaviq,Total,45,128
2024,Leposaviq,Total,46,126
2024,Leposaviq,Total,47,149
2024,Leposaviq,Total,48,156
2024,Leposaviq,Total,49,158
2024,Leposaviq,Total,50,138
2024,Leposaviq,Total,51,121
2024,Leposaviq,Total,52,131
2024,Leposaviq,Total,53,136
2024,Leposaviq,Total,54,135
2024,Leposaviq,Total,55,123
2024,Leposaviq,Total,56,123
2024,Leposaviq,Total,57,116
2024,Leposaviq,Total,58,117
2024,Leposaviq,Total,59,125
2024,Leposaviq,Total,60,145
2024,Leposaviq,Total,61,136
2024,Leposaviq,Total,62,155
2024,Leposaviq,Total,63,183
2024,Leposaviq,Total,64,197
2024,Leposaviq,Total,65,167
2024,Leposaviq,Total,66,149
2024,Leposaviq,Total,67,152
2024,Leposaviq,Total,68,156
2024,Leposaviq,Total,69,155
2024,Leposaviq,Total,70,162
2024,Leposaviq,Total,71,142
2024,Leposaviq,Total,72,124
2024,Leposaviq,Total,73,145
2024,Leposaviq,Total,74,127
2024,Leposaviq,Total,75,108
2024,Leposaviq,Total,76,92
2024,Leposaviq,Total,77,88
2024,Leposaviq,Total,78,59
2024,Leposaviq,Total,79,42
2024,Leposaviq,Total,80,40
2024,Leposaviq,Total,81,42
2024,Leposaviq,Total,82,41
2024,Leposaviq,Total,83,52
2024,Leposaviq,Total,84,62
2024,Leposaviq,Total,85+,116
2024,Leposaviq,Total,Total,9485
2024,Lipjan,Total,0,777
2024,Lipjan,Total,1,802
2024,Lipjan,Total,2,877
2024,Lipjan,Total,3,755
2024,Lipjan,Total,4,888
2024,Lipjan,Total,5,858
2024,Lipjan,Total,6,881
2024,Lipjan,Total,7,888
2024,Lipjan,Total,8,870
2024,Lipjan,Total,9,971
2024,Lipjan,Total,10,961
2024,Lipjan,Total,11,949
2024,Lipjan,Total,12,972
2024,Lipjan,Total,13,894
2024,Lipjan,Total,14,897
2024,Lipjan,Total,15,913
2024,Lipjan,Total,16,916
2024,Lipjan,Total,17,891
2024,Lipjan,Total,18,972
2024,Lipjan,Total,19,965
2024,Lipjan,Total,20,928
2024,Lipjan,Total,21,947
2024,Lipjan,Total,22,1062
2024,Lipjan,Total,23,1192
2024,Lipjan,Total,24,884
2024,Lipjan,Total,25,801
2024,Lipjan,Total,26,746
2024,Lipjan,Total,27,772
2024,Lipjan,Total,28,794
2024,Lipjan,Total,29,701
2024,Lipjan,Total,30,702
2024,Lipjan,Total,31,815
2024,Lipjan,Total,32,740
2024,Lipjan,Total,33,779
2024,Lipjan,Total,34,711
2024,Lipjan,Total,35,727
2024,Lipjan,Total,36,715
2024,Lipjan,Total,37,690
2024,Lipjan,Total,38,741
2024,Lipjan,Total,39,652
2024,Lipjan,Total,40,693
2024,Lipjan,Total,41,680
2024,Lipjan,Total,42,720
2024,Lipjan,Total,43,701
2024,Lipjan,Total,44,677
2024,Lipjan,Total,45,683
2024,Lipjan,Total,46,719
2024,Lipjan,Total,47,676
2024,Lipjan,Total,48,705
2024,Lipjan,Total,49,716
2024,Lipjan,Total,50,682
2024,Lipjan,Total,51,695
2024,Lipjan,Total,52,672
2024,Lipjan,Total,53,626
2024,Lipjan,Total,54,674
2024,Lipjan,Total,55,579
2024,Lipjan,Total,56,612
2024,Lipjan,Total,57,633
2024,Lipjan,Total,58,581
2024,Lipjan,Total,59,589
2024,Lipjan,Total,60,521
2024,Lipjan,Total,61,528
2024,Lipjan,Total,62,488
2024,Lipjan,Total,63,531
2024,Lipjan,Total,64,465
2024,Lipjan,Total,65,459
2024,Lipjan,Total,66,382
2024,Lipjan,Total,67,377
2024,Lipjan,Total,68,383
2024,Lipjan,Total,69,371
2024,Lipjan,Total,70,334
2024,Lipjan,Total,71,329
2024,Lipjan,Total,72,247
2024,Lipjan,Total,73,292
2024,Lipjan,Total,74,282
2024,Lipjan,Total,75,217
2024,Lipjan,Total,76,233
2024,Lipjan,Total,77,207
2024,Lipjan,Total,78,126
2024,Lipjan,Total,79,168
2024,Lipjan,Total,80,142
2024,Lipjan,Total,81,115
2024,Lipjan,Total,82,91
2024,Lipjan,Total,83,94
2024,Lipjan,Total,84,86
2024,Lipjan,Total,85+,267
2024,Lipjan,Total,Total,55044
2024,Novobërdë,Total,0,49
2024,Novobërdë,Total,1,55
2024,Novobërdë,Total,2,52
2024,Novobërdë,Total,3,57
2024,Novobërdë,Total,4,73
2024,Novobërdë,Total,5,80
2024,Novobërdë,Total,6,75
2024,Novobërdë,Total,7,70
2024,Novobërdë,Total,8,87
2024,Novobërdë,Total,9,79
2024,Novobërdë,Total,10,79
2024,Novobërdë,Total,11,82
2024,Novobërdë,Total,12,70
2024,Novobërdë,Total,13,82
2024,Novobërdë,Total,14,77
2024,Novobërdë,Total,15,65
2024,Novobërdë,Total,16,75
2024,Novobërdë,Total,17,67
2024,Novobërdë,Total,18,74
2024,Novobërdë,Total,19,65
2024,Novobërdë,Total,20,62
2024,Novobërdë,Total,21,87
2024,Novobërdë,Total,22,63
2024,Novobërdë,Total,23,84
2024,Novobërdë,Total,24,65
2024,Novobërdë,Total,25,61
2024,Novobërdë,Total,26,61
2024,Novobërdë,Total,27,41
2024,Novobërdë,Total,28,49
2024,Novobërdë,Total,29,56
2024,Novobërdë,Total,30,54
2024,Novobërdë,Total,31,60
2024,Novobërdë,Total,32,49
2024,Novobërdë,Total,33,63
2024,Novobërdë,Total,34,75
2024,Novobërdë,Total,35,63
2024,Novobërdë,Total,36,66
2024,Novobërdë,Total,37,68
2024,Novobërdë,Total,38,60
2024,Novobërdë,Total,39,60
2024,Novobërdë,Total,40,67
2024,Novobërdë,Total,41,50
2024,Novobërdë,Total,42,61
2024,Novobërdë,Total,43,60
2024,Novobërdë,Total,44,64
2024,Novobërdë,Total,45,71
2024,Novobërdë,Total,46,46
2024,Novobërdë,Total,47,56
2024,Novobërdë,Total,48,59
2024,Novobërdë,Total,49,60
2024,Novobërdë,Total,50,61
2024,Novobërdë,Total,51,54
2024,Novobërdë,Total,52,53
2024,Novobërdë,Total,53,55
2024,Novobërdë,Total,54,56
2024,Novobërdë,Total,55,52
2024,Novobërdë,Total,56,54
2024,Novobërdë,Total,57,50
2024,Novobërdë,Total,58,47
2024,Novobërdë,Total,59,41
2024,Novobërdë,Total,60,55
2024,Novobërdë,Total,61,45
2024,Novobërdë,Total,62,51
2024,Novobërdë,Total,63,42
2024,Novobërdë,Total,64,54
2024,Novobërdë,Total,65,44
2024,Novobërdë,Total,66,42
2024,Novobërdë,Total,67,46
2024,Novobërdë,Total,68,25
2024,Novobërdë,Total,69,28
2024,Novobërdë,Total,70,34
2024,Novobërdë,Total,71,30
2024,Novobërdë,Total,72,19
2024,Novobërdë,Total,73,21
2024,Novobërdë,Total,74,31
2024,Novobërdë,Total,75,17
2024,Novobërdë,Total,76,18
2024,Novobërdë,Total,77,18
2024,Novobërdë,Total,78,17
2024,Novobërdë,Total,79,17
2024,Novobërdë,Total,80,11
2024,Novobërdë,Total,81,12
2024,Novobërdë,Total,82,8
2024,Novobërdë,Total,83,6
2024,Novobërdë,Total,84,5
2024,Novobërdë,Total,85+,20
2024,Novobërdë,Total,Total,4493
2024,Obiliq,Total,0,322
2024,Obiliq,Total,1,344
2024,Obiliq,Total,2,335
2024,Obiliq,Total,3,341
2024,Obiliq,Total,4,312
2024,Obiliq,Total,5,394
2024,Obiliq,Total,6,337
2024,Obiliq,Total,7,365
2024,Obiliq,Total,8,377
2024,Obiliq,Total,9,364
2024,Obiliq,Total,10,398
2024,Obiliq,Total,11,386
2024,Obiliq,Total,12,403
2024,Obiliq,Total,13,369
2024,Obiliq,Total,14,401
2024,Obiliq,Total,15,394
2024,Obiliq,Total,16,407
2024,Obiliq,Total,17,373
2024,Obiliq,Total,18,372
2024,Obiliq,Total,19,390
2024,Obiliq,Total,20,380
2024,Obiliq,Total,21,408
2024,Obiliq,Total,22,420
2024,Obiliq,Total,23,462
2024,Obiliq,Total,24,368
2024,Obiliq,Total,25,344
2024,Obiliq,Total,26,325
2024,Obiliq,Total,27,324
2024,Obiliq,Total,28,283
2024,Obiliq,Total,29,306
2024,Obiliq,Total,30,305
2024,Obiliq,Total,31,296
2024,Obiliq,Total,32,312
2024,Obiliq,Total,33,304
2024,Obiliq,Total,34,287
2024,Obiliq,Total,35,325
2024,Obiliq,Total,36,324
2024,Obiliq,Total,37,300
2024,Obiliq,Total,38,313
2024,Obiliq,Total,39,296
2024,Obiliq,Total,40,295
2024,Obiliq,Total,41,343
2024,Obiliq,Total,42,275
2024,Obiliq,Total,43,302
2024,Obiliq,Total,44,321
2024,Obiliq,Total,45,295
2024,Obiliq,Total,46,271
2024,Obiliq,Total,47,269
2024,Obiliq,Total,48,291
2024,Obiliq,Total,49,287
2024,Obiliq,Total,50,299
2024,Obiliq,Total,51,283
